"department","region","education","gender","recruitment_channel","no_of_trainings","age","previous_year_rating","length_of_service","awards_won.","avg_training_score","is_promoted"
"Analytics","region_7","Bachelor","m","sourcing",1,48,"1",13,0,82,"No"
"Sales & Marketing","region_6","Bachelor","f","other",1,28,"3",2,0,49,"No"
"Sales & Marketing","region_2","No_Education","f","other",1,40,"1",4,0,47,"No"
"Finance","region_30","Bachelor","f","other",1,28,"3",3,0,58,"Yes"
"Procurement","region_17","Master_and_above","m","other",1,50,"1",27,0,70,"No"
"Procurement","region_13","Master_and_above","f","sourcing",1,37,"5",4,0,71,"No"
"Sales & Marketing","region_11","Bachelor","m","other",2,32,"5",4,0,52,"No"
"Operations","region_2","Below_Secondary","f","other",1,26,"5",4,0,59,"No"
"Finance","region_7","Master_and_above","m","sourcing",2,35,"3",6,0,61,"No"
"Sales & Marketing","region_8","Bachelor","m","sourcing",1,26,"3",2,0,48,"No"
"Technology","region_2","Bachelor","m","sourcing",1,27,"5",5,0,80,"No"
"Analytics","region_23","Master_and_above","m","sourcing",1,36,"3",9,0,83,"No"
"Sales & Marketing","region_28","Bachelor","m","other",2,33,"3",3,0,51,"No"
"Sales & Marketing","region_10","Master_and_above","f","sourcing",1,35,"5",3,0,50,"No"
"Technology","region_17","Bachelor","m","other",1,32,"3",4,0,77,"Yes"
"Technology","region_2","Below_Secondary","m","referred",1,23,"4",2,0,82,"No"
"Operations","region_7","Bachelor","m","sourcing",1,38,"4",3,0,58,"No"
"Analytics","region_29","Bachelor","m","sourcing",1,36,"3",9,0,88,"No"
"Sales & Marketing","region_8","Bachelor","m","other",1,40,"2",4,0,49,"No"
"Technology","region_2","Master_and_above","m","other",1,39,"3",8,0,79,"No"
"Technology","region_33","Bachelor","m","other",1,44,"3",13,0,81,"No"
"Technology","region_7","Bachelor","m","sourcing",1,44,"1",13,0,79,"No"
"Operations","region_26","Bachelor","m","sourcing",1,27,"2",2,0,55,"No"
"Sales & Marketing","region_7","Bachelor","m","sourcing",1,31,"2",2,0,62,"Yes"
"Sales & Marketing","region_31","Bachelor","m","other",1,28,"1",2,0,52,"No"
"Operations","region_32","Bachelor","f","sourcing",1,38,"4",4,0,63,"No"
"Procurement","region_2","Bachelor","f","other",1,54,"3",19,0,73,"No"
"Technology","region_2","Master_and_above","f","other",1,44,"3",2,0,82,"No"
"Sales & Marketing","region_2","Master_and_above","m","other",1,54,"4",15,0,47,"Yes"
"Operations","region_22","Bachelor","m","other",1,41,"3",3,0,57,"No"
"Sales & Marketing","region_15","Master_and_above","m","other",1,35,"3",3,0,55,"No"
"Finance","region_22","Bachelor","m","other",1,24,"3",3,0,91,"Yes"
"HR","region_27","Bachelor","m","sourcing",1,30,"No_Rating",1,0,51,"No"
"Sales & Marketing","region_22","Bachelor","m","other",1,28,"No_Rating",1,0,52,"No"
"HR","region_22","Bachelor","m","sourcing",1,27,"3",2,0,50,"No"
"Operations","region_16","Bachelor","m","sourcing",1,31,"5",3,0,64,"No"
"Operations","region_3","Bachelor","m","other",1,27,"4",5,0,64,"No"
"Procurement","region_5","Bachelor","f","sourcing",1,36,"5",3,0,70,"No"
"Procurement","region_15","Master_and_above","m","other",1,41,"5",11,0,66,"No"
"Operations","region_4","Master_and_above","m","sourcing",1,39,"4",8,0,58,"No"
"Technology","region_22","Master_and_above","m","sourcing",4,33,"5",6,0,77,"No"
"Analytics","region_29","Bachelor","m","sourcing",1,42,"1",2,0,83,"No"
"Operations","region_4","Master_and_above","f","sourcing",1,43,"5",4,0,77,"Yes"
"Operations","region_4","Master_and_above","m","sourcing",1,41,"4",15,0,71,"Yes"
"Finance","region_28","Bachelor","m","other",1,30,"3",4,0,59,"No"
"Operations","region_28","Master_and_above","m","other",1,33,"No_Rating",1,0,55,"No"
"Procurement","region_2","Bachelor","f","sourcing",1,33,"3",6,0,68,"Yes"
"Analytics","region_26","Bachelor","m","sourcing",1,55,"5",27,0,86,"No"
"Sales & Marketing","region_1","Bachelor","m","sourcing",1,36,"4",7,0,51,"No"
"Sales & Marketing","region_31","Master_and_above","f","sourcing",1,34,"1",5,0,50,"No"
"R&D","region_26","Bachelor","m","sourcing",3,27,"5",2,0,83,"No"
"Analytics","region_2","Bachelor","m","sourcing",2,30,"5",7,0,87,"No"
"Sales & Marketing","region_2","Master_and_above","f","sourcing",1,40,"4",10,0,49,"No"
"HR","region_7","Bachelor","m","sourcing",1,28,"3",4,0,51,"No"
"Sales & Marketing","region_8","Master_and_above","m","sourcing",1,32,"1",6,0,47,"No"
"Sales & Marketing","region_2","Master_and_above","m","other",1,41,"3",7,0,50,"No"
"Sales & Marketing","region_27","Bachelor","f","other",1,34,"1",8,0,45,"No"
"Operations","region_4","Master_and_above","m","sourcing",2,34,"3",7,0,57,"No"
"Operations","region_15","Bachelor","f","sourcing",1,33,"3",10,0,69,"Yes"
"Sales & Marketing","region_27","No_Education","m","sourcing",1,29,"3",5,0,52,"No"
"Sales & Marketing","region_2","Master_and_above","f","other",1,41,"3",3,0,50,"No"
"Operations","region_2","Bachelor","f","other",1,51,"3",6,0,62,"No"
"Operations","region_2","Master_and_above","m","other",2,43,"5",5,0,59,"Yes"
"Sales & Marketing","region_22","Bachelor","m","other",1,38,"4",5,0,48,"No"
"Sales & Marketing","region_21","Bachelor","m","sourcing",1,36,"2",9,0,46,"No"
"Sales & Marketing","region_15","No_Education","m","sourcing",1,24,"4",2,0,48,"No"
"Technology","region_17","Bachelor","f","other",1,30,"3",5,0,80,"No"
"Procurement","region_2","Bachelor","f","other",1,24,"No_Rating",1,0,66,"Yes"
"Operations","region_26","Bachelor","m","other",1,38,"4",8,0,60,"No"
"Sales & Marketing","region_1","Master_and_above","f","sourcing",1,32,"5",4,0,48,"No"
"Analytics","region_7","Bachelor","f","other",1,29,"4",5,0,81,"No"
"Sales & Marketing","region_30","No_Education","m","sourcing",1,24,"4",3,0,54,"No"
"Operations","region_25","Bachelor","m","sourcing",1,28,"3",3,0,62,"No"
"Sales & Marketing","region_7","No_Education","m","other",1,34,"1",7,0,52,"No"
"Procurement","region_17","Bachelor","m","sourcing",1,37,"3",11,0,74,"No"
"Sales & Marketing","region_31","Bachelor","m","sourcing",1,30,"2",3,0,50,"No"
"Sales & Marketing","region_31","Master_and_above","m","sourcing",1,36,"3",2,0,50,"No"
"Sales & Marketing","region_3","Bachelor","m","sourcing",1,33,"4",4,0,49,"No"
"Operations","region_15","Bachelor","m","other",1,43,"4",7,0,57,"No"
"Sales & Marketing","region_31","Bachelor","m","other",1,41,"3",7,0,50,"No"
"Operations","region_19","Bachelor","m","other",2,37,"5",3,0,65,"No"
"Procurement","region_10","Master_and_above","m","sourcing",1,40,"4",12,0,75,"No"
"Technology","region_24","Bachelor","f","sourcing",1,25,"4",4,0,83,"No"
"Sales & Marketing","region_10","Master_and_above","m","other",1,39,"4",12,0,49,"No"
"Procurement","region_2","Bachelor","f","other",1,29,"1",5,0,69,"No"
"Procurement","region_2","Bachelor","f","sourcing",1,41,"4",8,0,70,"No"
"Operations","region_2","Bachelor","m","sourcing",2,46,"3",16,0,63,"No"
"Technology","region_2","Bachelor","m","other",1,53,"3",6,0,80,"No"
"Operations","region_2","Master_and_above","m","other",1,38,"5",11,0,69,"Yes"
"Sales & Marketing","region_27","Bachelor","m","other",1,40,"1",4,0,48,"No"
"Operations","region_26","Bachelor","m","other",1,29,"5",4,0,56,"No"
"Finance","region_28","Master_and_above","m","sourcing",1,37,"5",10,0,56,"No"
"Sales & Marketing","region_28","No_Education","m","other",1,27,"5",6,0,49,"No"
"Sales & Marketing","region_28","Bachelor","m","sourcing",1,31,"3",6,0,52,"No"
"Sales & Marketing","region_6","Bachelor","m","sourcing",1,26,"No_Rating",1,1,47,"No"
"Sales & Marketing","region_15","Master_and_above","m","other",1,34,"5",6,0,48,"No"
"Sales & Marketing","region_21","Bachelor","m","sourcing",1,34,"3",7,0,46,"No"
"Finance","region_7","Bachelor","m","other",1,27,"5",5,0,55,"No"
"Analytics","region_29","Bachelor","f","other",1,29,"4",2,0,87,"No"
"Sales & Marketing","region_21","Bachelor","m","other",1,44,"4",12,0,51,"No"
"Finance","region_28","Bachelor","m","other",1,30,"4",5,0,61,"No"
"Legal","region_7","Bachelor","m","sourcing",1,35,"4",2,0,61,"No"
"Procurement","region_17","Bachelor","f","other",1,31,"5",5,0,71,"Yes"
"Sales & Marketing","region_7","Bachelor","m","other",1,48,"3",4,0,48,"No"
"Procurement","region_20","Master_and_above","m","sourcing",1,35,"1",9,0,69,"No"
"Operations","region_2","Bachelor","f","other",1,28,"3",2,0,62,"No"
"Sales & Marketing","region_22","Bachelor","m","other",1,56,"3",28,0,49,"No"
"Finance","region_27","Bachelor","m","sourcing",2,25,"5",2,0,53,"No"
"Operations","region_22","Master_and_above","m","other",1,45,"4",7,0,59,"No"
"Procurement","region_21","Bachelor","m","other",2,40,"3",6,0,73,"Yes"
"Technology","region_27","Bachelor","m","other",4,27,"No_Rating",1,0,80,"No"
"Technology","region_2","Bachelor","m","other",1,34,"3",8,0,80,"No"
"Sales & Marketing","region_22","Master_and_above","m","sourcing",2,32,"2",2,0,49,"No"
"Sales & Marketing","region_2","Master_and_above","m","other",1,57,"3",11,0,53,"No"
"Procurement","region_31","Bachelor","m","sourcing",2,35,"2",5,0,66,"No"
"Operations","region_27","Bachelor","m","other",1,29,"3",3,0,63,"No"
"Procurement","region_7","Master_and_above","f","sourcing",1,35,"3",6,0,73,"No"
"Procurement","region_2","Master_and_above","m","sourcing",1,34,"3",5,0,71,"No"
"Operations","region_2","Master_and_above","f","other",1,32,"4",6,0,59,"No"
"Sales & Marketing","region_22","Bachelor","m","sourcing",4,28,"1",2,0,47,"No"
"Procurement","region_19","Bachelor","m","sourcing",1,37,"4",6,0,74,"No"
"Analytics","region_2","Bachelor","m","sourcing",2,29,"5",4,0,88,"Yes"
"Sales & Marketing","region_2","Bachelor","f","other",1,38,"2",8,0,49,"No"
"Procurement","region_10","Master_and_above","f","other",1,36,"2",3,0,70,"No"
"Sales & Marketing","region_25","Bachelor","m","other",1,42,"4",6,0,50,"No"
"Operations","region_13","Bachelor","m","sourcing",1,45,"4",16,0,60,"No"
"Finance","region_32","Bachelor","f","other",1,30,"3",2,0,62,"No"
"Sales & Marketing","region_21","Bachelor","m","other",1,36,"3",6,0,46,"No"
"Technology","region_2","Master_and_above","f","other",2,36,"4",5,0,84,"No"
"Sales & Marketing","region_2","Bachelor","m","other",1,30,"No_Rating",1,0,45,"No"
"Sales & Marketing","region_2","No_Education","m","other",1,29,"1",3,0,49,"No"
"R&D","region_22","Bachelor","m","sourcing",1,31,"3",4,0,85,"No"
"Sales & Marketing","region_11","Bachelor","m","sourcing",1,27,"2",5,0,52,"No"
"Procurement","region_2","Bachelor","f","other",2,27,"3",3,0,72,"No"
"Sales & Marketing","region_13","Bachelor","m","sourcing",1,25,"2",4,0,49,"No"
"Procurement","region_8","Master_and_above","f","sourcing",1,44,"5",2,0,70,"Yes"
"Operations","region_13","Bachelor","f","other",1,32,"4",5,0,62,"No"
"HR","region_2","Bachelor","m","sourcing",1,39,"5",6,0,51,"No"
"HR","region_7","Bachelor","m","other",1,40,"2",10,0,51,"No"
"Sales & Marketing","region_10","Bachelor","m","other",3,28,"3",2,0,54,"No"
"Technology","region_7","Bachelor","m","sourcing",2,30,"2",4,0,79,"No"
"Operations","region_22","Master_and_above","m","sourcing",1,37,"4",8,0,61,"No"
"Sales & Marketing","region_14","No_Education","m","other",1,23,"2",2,0,45,"No"
"Procurement","region_13","Master_and_above","m","other",1,41,"3",7,0,85,"Yes"
"Operations","region_15","Bachelor","m","sourcing",1,33,"4",6,0,63,"No"
"Sales & Marketing","region_2","Master_and_above","f","other",1,39,"5",5,0,54,"No"
"Sales & Marketing","region_2","Master_and_above","m","other",1,40,"2",11,0,50,"No"
"Sales & Marketing","region_28","Bachelor","m","other",1,30,"No_Rating",1,0,51,"No"
"HR","region_2","Bachelor","m","other",1,29,"3",4,0,48,"No"
"Technology","region_4","Master_and_above","m","sourcing",1,43,"4",7,0,81,"No"
"Sales & Marketing","region_2","Bachelor","m","other",2,28,"2",4,0,55,"No"
"HR","region_2","Bachelor","m","other",1,33,"4",3,0,42,"No"
"Sales & Marketing","region_16","Bachelor","m","sourcing",1,30,"4",2,0,51,"No"
"Technology","region_15","Bachelor","f","other",1,30,"4",3,0,84,"Yes"
"Sales & Marketing","region_16","Bachelor","f","other",1,39,"3",9,0,47,"No"
"Procurement","region_17","Bachelor","m","other",1,45,"1",11,0,69,"No"
"Operations","region_32","Bachelor","f","sourcing",1,33,"3",8,0,60,"No"
"Operations","region_1","Master_and_above","m","sourcing",1,38,"5",10,0,57,"No"
"Legal","region_22","Bachelor","m","sourcing",1,25,"No_Rating",1,0,60,"No"
"Analytics","region_2","Master_and_above","m","other",2,39,"3",5,0,84,"No"
"Finance","region_2","Bachelor","m","sourcing",2,30,"3",4,0,58,"No"
"Sales & Marketing","region_26","Bachelor","f","sourcing",3,31,"3",6,0,46,"No"
"Sales & Marketing","region_2","No_Education","m","other",1,31,"3",4,0,52,"No"
"Technology","region_27","Bachelor","m","other",1,40,"3",12,0,80,"No"
"Procurement","region_15","Master_and_above","m","other",1,36,"1",9,0,70,"No"
"HR","region_13","Bachelor","m","other",1,37,"5",7,0,50,"No"
"Technology","region_2","Bachelor","f","referred",1,28,"3",2,0,79,"No"
"Procurement","region_31","Master_and_above","m","other",1,33,"3",7,0,67,"No"
"Operations","region_22","Bachelor","m","other",4,34,"5",2,0,57,"No"
"HR","region_11","Bachelor","m","other",1,32,"3",6,0,51,"No"
"Analytics","region_22","Master_and_above","m","other",1,58,"4",12,0,84,"No"
"Sales & Marketing","region_19","Bachelor","m","other",1,27,"4",4,0,50,"No"
"Sales & Marketing","region_19","Master_and_above","m","sourcing",1,35,"3",7,0,48,"No"
"Technology","region_16","Bachelor","f","sourcing",1,33,"4",4,0,82,"No"
"Analytics","region_15","Bachelor","m","other",3,31,"5",4,0,82,"No"
"Procurement","region_15","Bachelor","f","sourcing",1,30,"4",2,0,74,"No"
"Legal","region_2","Bachelor","m","sourcing",1,31,"5",6,0,58,"No"
"Operations","region_7","Bachelor","m","other",1,33,"3",7,0,60,"No"
"Operations","region_15","Bachelor","m","other",1,35,"5",7,0,60,"No"
"HR","region_28","Master_and_above","m","other",1,38,"4",9,0,51,"No"
"Sales & Marketing","region_25","Master_and_above","m","other",1,35,"4",6,0,46,"Yes"
"Operations","region_2","Bachelor","f","sourcing",1,38,"4",9,0,60,"No"
"Technology","region_22","Bachelor","m","sourcing",2,38,"3",9,0,82,"No"
"Finance","region_2","Bachelor","m","sourcing",2,33,"1",2,0,63,"No"
"Sales & Marketing","region_27","Bachelor","m","sourcing",1,35,"4",4,0,47,"Yes"
"Sales & Marketing","region_2","No_Education","m","other",1,47,"3",7,0,52,"No"
"Sales & Marketing","region_29","Master_and_above","m","other",2,30,"1",6,0,48,"No"
"Analytics","region_31","No_Education","m","other",2,30,"3",1,0,85,"No"
"Finance","region_26","Bachelor","f","other",1,26,"5",2,0,58,"Yes"
"Analytics","region_25","Bachelor","m","sourcing",1,27,"1",3,0,87,"No"
"Operations","region_2","Bachelor","m","other",3,35,"4",6,0,57,"No"
"Technology","region_22","Master_and_above","f","other",1,52,"5",4,0,79,"No"
"Technology","region_26","Bachelor","m","other",1,30,"3",8,0,81,"No"
"Sales & Marketing","region_13","No_Education","m","other",1,31,"4",3,0,49,"No"
"Operations","region_27","Bachelor","f","other",1,33,"4",4,0,58,"No"
"Sales & Marketing","region_34","Bachelor","m","other",1,29,"No_Rating",1,0,48,"No"
"Operations","region_22","Master_and_above","f","sourcing",1,54,"5",24,0,62,"No"
"Procurement","region_31","Master_and_above","m","other",2,40,"3",10,0,65,"No"
"Operations","region_2","Bachelor","f","other",1,24,"No_Rating",1,0,64,"No"
"Procurement","region_2","Master_and_above","m","sourcing",1,53,"2",9,0,69,"No"
"Sales & Marketing","region_2","No_Education","m","other",2,25,"4",2,0,55,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",1,30,"4",6,0,48,"No"
"HR","region_13","Bachelor","m","other",1,27,"4",2,0,46,"No"
"Operations","region_22","Bachelor","f","other",2,32,"4",3,0,60,"No"
"Procurement","region_16","Bachelor","m","other",1,29,"5",2,0,68,"No"
"Technology","region_2","Master_and_above","f","sourcing",1,35,"4",3,0,81,"Yes"
"Sales & Marketing","region_29","Master_and_above","m","sourcing",1,34,"4",3,0,49,"No"
"R&D","region_2","Bachelor","m","sourcing",1,41,"3",10,0,91,"No"
"Sales & Marketing","region_2","Master_and_above","m","sourcing",2,44,"3",16,0,50,"No"
"Sales & Marketing","region_2","Bachelor","f","sourcing",2,57,"1",13,0,50,"No"
"Operations","region_13","Bachelor","f","other",1,31,"5",4,0,56,"No"
"R&D","region_27","Master_and_above","m","other",2,30,"3",7,0,89,"No"
"Sales & Marketing","region_1","Master_and_above","m","other",2,33,"3",3,0,49,"No"
"Sales & Marketing","region_7","Master_and_above","m","sourcing",2,31,"4",4,0,47,"No"
"Sales & Marketing","region_7","Bachelor","m","sourcing",2,25,"No_Rating",1,0,51,"No"
"Sales & Marketing","region_2","Bachelor","f","other",2,31,"2",2,0,54,"No"
"Finance","region_28","Master_and_above","m","sourcing",2,31,"5",4,0,60,"No"
"Procurement","region_31","Bachelor","m","other",1,40,"5",9,0,69,"No"
"Sales & Marketing","region_27","Bachelor","m","sourcing",1,28,"3",4,0,50,"No"
"R&D","region_22","Bachelor","m","other",1,27,"5",3,0,84,"No"
"Operations","region_3","Bachelor","m","other",1,30,"1",2,0,58,"No"
"Sales & Marketing","region_2","Bachelor","m","other",1,52,"5",7,0,49,"No"
"Operations","region_23","Bachelor","m","sourcing",2,34,"3",10,0,57,"No"
"Sales & Marketing","region_11","Bachelor","m","other",2,31,"2",3,0,48,"No"
"HR","region_25","Master_and_above","f","sourcing",1,34,"5",4,0,45,"No"
"Procurement","region_14","Bachelor","m","other",1,32,"1",6,1,73,"No"
"Technology","region_2","Bachelor","m","other",1,44,"5",16,0,80,"Yes"
"Operations","region_22","Bachelor","m","other",2,32,"5",4,0,59,"No"
"HR","region_2","No_Education","m","sourcing",1,34,"5",9,0,52,"No"
"Analytics","region_2","No_Education","f","other",1,24,"No_Rating",1,0,83,"No"
"Procurement","region_15","Bachelor","m","other",1,34,"3",6,0,70,"No"
"Operations","region_22","Bachelor","m","sourcing",2,26,"5",4,0,58,"No"
"Operations","region_22","Bachelor","m","other",1,37,"3",3,0,59,"No"
"Operations","region_2","Master_and_above","m","sourcing",1,33,"3",6,0,58,"Yes"
"Sales & Marketing","region_23","Bachelor","m","other",4,36,"3",9,0,45,"No"
"Finance","region_26","Bachelor","m","sourcing",1,28,"3",5,0,56,"No"
"Analytics","region_31","Bachelor","m","sourcing",2,31,"5",5,0,88,"No"
"Sales & Marketing","region_14","Bachelor","m","other",1,34,"1",7,0,51,"No"
"Sales & Marketing","region_22","Bachelor","m","sourcing",1,36,"4",7,0,47,"No"
"Operations","region_25","Bachelor","m","sourcing",1,30,"3",5,0,59,"No"
"Analytics","region_3","Bachelor","m","sourcing",2,29,"3",3,0,83,"No"
"Sales & Marketing","region_13","Bachelor","m","other",1,28,"3",4,0,47,"No"
"Operations","region_2","Master_and_above","f","other",2,36,"3",3,0,58,"No"
"Operations","region_21","Bachelor","m","other",1,33,"2",8,0,66,"No"
"Technology","region_13","Bachelor","f","other",1,30,"5",6,0,80,"No"
"HR","region_26","Master_and_above","m","other",1,32,"3",9,0,56,"No"
"Operations","region_13","Master_and_above","f","sourcing",1,46,"4",7,0,64,"No"
"HR","region_22","Bachelor","f","other",1,27,"4",4,0,50,"No"
"Procurement","region_28","Master_and_above","f","other",1,34,"3",4,0,71,"No"
"Sales & Marketing","region_28","Bachelor","m","other",1,38,"4",2,0,49,"No"
"Operations","region_21","Bachelor","m","other",2,37,"3",7,0,59,"Yes"
"Procurement","region_22","Bachelor","m","other",1,34,"3",4,0,64,"No"
"Sales & Marketing","region_13","Master_and_above","m","other",1,42,"5",6,0,52,"No"
"Sales & Marketing","region_22","Bachelor","m","other",2,25,"No_Rating",1,0,52,"No"
"Technology","region_1","Bachelor","f","other",2,29,"3",5,0,75,"No"
"Sales & Marketing","region_17","Bachelor","m","sourcing",1,37,"2",7,0,48,"No"
"Finance","region_7","Bachelor","m","sourcing",1,26,"3",3,0,61,"No"
"Operations","region_2","Bachelor","m","other",2,32,"5",6,0,56,"No"
"Operations","region_7","Bachelor","f","other",1,26,"No_Rating",1,0,64,"No"
"Sales & Marketing","region_2","Bachelor","f","other",1,37,"4",4,0,50,"No"
"Technology","region_2","Master_and_above","f","other",2,41,"3",15,0,75,"No"
"Operations","region_22","Bachelor","f","sourcing",2,29,"No_Rating",1,0,62,"No"
"Procurement","region_22","Bachelor","m","sourcing",2,33,"3",6,0,67,"No"
"Operations","region_21","Bachelor","f","other",2,28,"3",2,0,60,"No"
"Procurement","region_11","Bachelor","m","other",1,32,"5",10,1,96,"Yes"
"R&D","region_22","Bachelor","m","sourcing",2,28,"1",2,0,82,"No"
"HR","region_2","Bachelor","f","sourcing",1,34,"1",3,0,47,"No"
"Sales & Marketing","region_7","Master_and_above","m","other",1,45,"3",17,0,49,"No"
"Technology","region_2","Master_and_above","m","other",1,37,"3",8,0,84,"No"
"Sales & Marketing","region_11","Master_and_above","m","sourcing",1,35,"1",10,0,49,"No"
"Operations","region_2","Bachelor","m","sourcing",1,37,"4",10,0,61,"No"
"Sales & Marketing","region_7","Bachelor","m","other",1,40,"5",4,0,52,"No"
"Procurement","region_15","Bachelor","m","other",1,40,"3",10,0,70,"No"
"Operations","region_22","Bachelor","f","other",1,32,"4",4,0,60,"No"
"Procurement","region_2","Master_and_above","m","sourcing",1,54,"3",14,0,68,"No"
"Sales & Marketing","region_27","Master_and_above","m","sourcing",1,33,"3",2,0,47,"No"
"HR","region_22","Master_and_above","m","referred",2,32,"4",4,0,52,"No"
"Operations","region_22","Master_and_above","m","sourcing",1,32,"5",4,0,63,"No"
"Operations","region_6","Bachelor","f","other",1,32,"3",7,0,64,"No"
"Sales & Marketing","region_4","Bachelor","m","other",1,48,"3",4,0,48,"No"
"Operations","region_22","Master_and_above","m","other",1,35,"3",10,1,54,"No"
"Operations","region_32","Bachelor","f","sourcing",1,37,"5",3,0,62,"No"
"Analytics","region_7","Bachelor","m","sourcing",1,41,"2",7,0,87,"No"
"Sales & Marketing","region_11","No_Education","m","other",1,30,"3",4,0,50,"No"
"Sales & Marketing","region_27","Bachelor","m","other",1,37,"5",2,0,53,"No"
"Sales & Marketing","region_11","Bachelor","m","other",1,29,"3",2,0,50,"No"
"Procurement","region_26","Bachelor","m","sourcing",2,32,"3",7,0,73,"No"
"Operations","region_22","Master_and_above","m","referred",2,34,"3",3,0,62,"No"
"Technology","region_10","Master_and_above","m","other",1,37,"2",8,0,81,"No"
"Sales & Marketing","region_2","Master_and_above","m","referred",1,40,"3",11,0,50,"No"
"Finance","region_2","Bachelor","m","sourcing",1,37,"4",7,0,58,"No"
"Procurement","region_2","Master_and_above","m","other",2,38,"3",8,0,68,"No"
"Technology","region_21","Bachelor","m","sourcing",1,27,"No_Rating",1,0,77,"No"
"Operations","region_2","Bachelor","f","sourcing",2,31,"3",5,0,60,"No"
"Technology","region_5","Bachelor","m","sourcing",2,34,"1",2,0,79,"No"
"HR","region_22","Below_Secondary","f","sourcing",1,23,"No_Rating",1,0,48,"No"
"Sales & Marketing","region_27","No_Education","m","sourcing",1,28,"No_Rating",1,0,52,"No"
"Procurement","region_15","Bachelor","f","other",1,27,"4",2,0,67,"No"
"Technology","region_7","Master_and_above","m","sourcing",1,36,"3",9,0,77,"No"
"Analytics","region_1","Master_and_above","m","sourcing",1,35,"3",4,0,87,"No"
"Technology","region_2","Bachelor","f","sourcing",1,24,"5",2,0,83,"No"
"Analytics","region_2","Bachelor","m","other",1,32,"5",4,0,87,"No"
"Operations","region_2","No_Education","f","sourcing",1,38,"5",9,0,57,"No"
"Technology","region_7","Master_and_above","m","sourcing",2,32,"3",2,0,79,"No"
"Sales & Marketing","region_22","Bachelor","m","other",4,27,"3",4,0,47,"No"
"Technology","region_27","Master_and_above","m","other",1,34,"5",2,0,79,"No"
"Operations","region_26","Bachelor","m","other",1,33,"1",6,0,61,"No"
"HR","region_15","Bachelor","m","other",1,32,"2",6,0,52,"No"
"Legal","region_2","Bachelor","f","sourcing",1,27,"No_Rating",1,0,61,"No"
"Sales & Marketing","region_25","Master_and_above","m","other",1,36,"3",9,0,63,"Yes"
"Procurement","region_13","Bachelor","m","other",1,36,"3",8,0,64,"No"
"Procurement","region_11","Bachelor","f","other",1,32,"5",6,0,77,"No"
"Sales & Marketing","region_13","No_Education","m","other",1,34,"4",10,0,51,"No"
"Procurement","region_16","Bachelor","f","sourcing",3,45,"3",4,0,70,"No"
"Operations","region_7","Master_and_above","f","other",1,52,"5",15,0,66,"No"
"Operations","region_13","Master_and_above","m","other",1,39,"2",10,0,57,"No"
"Sales & Marketing","region_13","Bachelor","f","other",1,22,"3",2,0,48,"No"
"Sales & Marketing","region_2","No_Education","m","sourcing",3,25,"No_Rating",1,0,50,"No"
"R&D","region_2","Bachelor","m","sourcing",1,31,"3",3,0,88,"No"
"Operations","region_2","Bachelor","m","other",2,56,"5",22,0,55,"No"
"Sales & Marketing","region_23","Bachelor","m","sourcing",1,35,"3",5,0,47,"No"
"Analytics","region_28","Bachelor","m","other",1,29,"4",9,0,86,"No"
"Sales & Marketing","region_2","Master_and_above","m","sourcing",2,57,"1",5,0,53,"No"
"Procurement","region_2","Master_and_above","m","other",6,35,"3",3,0,65,"No"
"Operations","region_32","Bachelor","f","sourcing",1,30,"3",7,0,59,"No"
"Procurement","region_27","Bachelor","m","sourcing",4,25,"3",2,0,73,"No"
"Finance","region_32","Bachelor","m","other",2,40,"3",10,0,62,"No"
"R&D","region_22","Master_and_above","m","other",1,30,"4",5,0,82,"No"
"R&D","region_11","Bachelor","m","other",1,37,"5",3,0,80,"No"
"Operations","region_22","Bachelor","m","sourcing",1,40,"4",4,0,58,"No"
"Sales & Marketing","region_8","Bachelor","m","other",2,32,"3",7,0,48,"No"
"Procurement","region_16","Bachelor","m","other",1,30,"3",1,0,68,"No"
"Operations","region_22","Bachelor","m","other",1,34,"1",6,0,61,"No"
"Analytics","region_22","Bachelor","m","sourcing",2,33,"4",9,0,87,"No"
"Sales & Marketing","region_6","Bachelor","m","sourcing",1,30,"4",4,0,48,"Yes"
"Operations","region_2","Bachelor","f","sourcing",2,38,"3",4,0,60,"No"
"Finance","region_2","Bachelor","m","sourcing",1,27,"5",2,0,61,"No"
"Operations","region_6","Bachelor","f","sourcing",1,30,"4",7,0,59,"No"
"Sales & Marketing","region_20","Bachelor","m","other",1,34,"4",8,0,48,"No"
"Sales & Marketing","region_31","Bachelor","m","sourcing",1,34,"5",10,0,51,"No"
"Operations","region_28","Bachelor","f","sourcing",2,29,"No_Rating",1,0,60,"No"
"Sales & Marketing","region_16","Master_and_above","m","sourcing",2,31,"3",4,0,46,"No"
"Sales & Marketing","region_15","Bachelor","m","other",1,38,"3",10,0,55,"No"
"Technology","region_24","Bachelor","f","other",1,30,"1",8,0,85,"No"
"Sales & Marketing","region_31","Bachelor","f","other",1,37,"3",7,0,59,"Yes"
"Sales & Marketing","region_26","Bachelor","m","other",1,28,"No_Rating",1,1,54,"No"
"Procurement","region_14","Bachelor","m","other",1,30,"3",3,0,66,"No"
"Sales & Marketing","region_2","Bachelor","m","referred",1,35,"4",8,0,53,"No"
"Operations","region_22","Bachelor","m","referred",1,39,"3",6,0,56,"No"
"Procurement","region_22","Bachelor","m","other",3,28,"No_Rating",1,0,70,"No"
